siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
5473152,48,547315200048,O,1998-01-01,NN,,,2024-03-30T08:55:50,true,1,,3,,,,ALLEE,DE LA COLLE LONGUE,6270,VILLENEUVE-LOUBET,,,6161,,,,,06161o02y_B,1032535.3881801125,6290859.846819881,,,,,,,,,,,,,,,2001-10-04,F,,,,,70.2A,NAF1993,N
5473202,17,547320200017,O,1900-01-01,NN,,,2024-03-30T07:06:26,false,4,,2,,,,PLACE,ARISTIDE BRIAND,44220,COUERON,,,44047,,,,,440470090_B,342357.7047415766,6689653.647185144,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.2C,NAF1993,N
5473202,25,547320200025,O,1992-05-01,NN,,,2025-01-29T02:19:35,true,4,,5,,,,RUE,DU DOCTEUR JANVIER,44220,COUERON,,,44047,,,,,440470790_B,342539.9063222302,6689643.395169584,,,,,,,,,,,,,,,2020-12-25,F,,,,,68.20B,NAFRev2,N
5473244,27,547324400027,O,,NN,,,2024-03-30T12:41:03,true,1,,40,B,,,AVENUE,GEORGES CLEMENCEAU,44380,PORNICHET,,,44132,,,,,441320580_B,296601.2572192848,6698990.585844999,,,,,,,,,,,,,,,1997-12-29,F,,,,,70.2C,NAF1993,N
5473285,12,547328500012,O,,NN,,,2024-03-22T15:40:57,true,1,,29,,,,RUE,DU MAINE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,52.4Z,NAF1993,N
5473327,12,547332700012,O,,NN,,,2024-03-30T14:46:48,true,1,,8,,,,QUAI,DE LA PETITE CHAMBRE,44490,LE CROISIC,,,44049,,,,,440492940_B,283868.1461678116,6702751.03291358,,,,,,,,,,,,,,,,F,,,,,57.07,NAP,N
5473418,19,547341800019,O,1954-01-01,NN,,,2024-03-22T15:40:57,true,3,,,,,,LD,VILLE BERTHE,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,,,2006-05-09,F,,,,,70.2C,NAFRev1,N
5473442,19,547344200019,O,,NN,,,2024-03-29T23:33:34,true,1,,,,,,ROUTE,DE LA COTE D'AMOUR,44600,SAINT-NAZAIRE,,,44184,,,,,441841325_B,302466.23704354063,6697433.373345453,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.30,NAP,N
5473822,38,547382200038,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,IMP,STE ELISABETH,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,,,,,F,,,,,35.01,NAP,N
5473921,12,547392100012,O,,NN,,,2024-03-29T23:09:19,true,1,,88,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306355.3030973132,6699826.087317508,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
5473939,14,547393900014,O,,NN,,,2024-03-30T05:02:06,true,1,,,,,,RUE,DU TRAICT,44490,LE CROISIC,,,44049,,,,,44049vosx1m_B,284014.06987687974,6702408.670803205,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.06,NAP,N
5473988,11,547398800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,Q ST PIERRE,44420,LA TURBALLE,,,44211,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
5474200,10,547420000010,O,,NN,,,2024-03-30T06:44:42,true,1,,,,,,AVENUE,DE LA MONNERAYE,44410,HERBIGNAC,,,44072,,,,,44072xsxqxt_B,300000.3179235744,6718904.935016601,,,,,,,,,,,,,,,1988-06-01,F,,,,,69.12,NAP,N
5474440,12,547444000012,O,1954-01-01,NN,,,2025-02-11T02:12:40,true,4,,31,,,,BOULEVARD,DE LA LIBERATION,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,441580920_B,338692.1084588623,6697368.7486903835,,,,,,,,,,,,,,,2003-08-31,F,,,,,70.2C,NAFRev1,N
5474481,16,547448100016,O,,NN,,,2024-03-30T16:24:28,true,1,,71,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306148.406870245,6699499.450555428,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
5474507,18,547450700018,O,,NN,,,2024-03-30T17:33:20,true,1,,,,,,ALL,DES PETRELS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552895_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N
5474564,19,547456400019,O,,NN,,,2024-03-30T11:51:37,true,1,,,,,,BOULEVARD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,440471356_B,345203.726258696,6689843.243382644,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
5474598,17,547459800017,O,,NN,,,2024-03-30T05:38:34,true,1,,8,,,,AVENUE,DES PINS,44380,PORNICHET,,,44132,,,,,441321170_B,298120.2189491972,6696501.84441494,,,,,,,,,,,,,,,1993-08-31,F,,,,,55.3A,NAF1993,N
5474630,18,547463000018,O,,NN,,,2024-03-30T01:46:17,true,1,,32,,,,AVENUE,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,441842457_B,306377.5955527744,6698952.8450734345,,,,,,,,,,,,,,,1994-06-29,F,,,,,70.2C,NAF1993,N
5474747,10,547474700010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
5474770,12,547477000012,O,,NN,,,2024-03-29T23:53:02,true,1,,,,,,RUE,DE TRIGNAC,44600,SAINT-NAZAIRE,,,44184,,,,,441845740_B,308184.0995895065,6701343.809914322,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
5474945,10,547494500010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RTE,ROUTE DE ST GILDAS,44530,GUENROUET,,,44068,,,,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
5474960,19,547496000019,O,1954-01-01,NN,,,2025-02-16T02:17:52,true,5,,86,,,,RUE,JEAN GUTENBERG,44600,SAINT-NAZAIRE,,,44184,,,,,441843330_B,304797.26355242013,6699841.54578681,,,,,,,,,,,,,,,2022-10-04,F,,,,,68.20B,NAFRev2,N
5475215,17,547521500017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LANCE,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
5475314,18,547531400018,O,,NN,,,2024-03-30T08:09:40,true,1,,1,,,,RUE,DE LA GARE,44510,LE POULIGUEN,,,44135,,,,,441350505_B,289786.35121007724,6700765.649276841,,,,,,,,,,,,,,,,F,,,,,67.07,NAP,N
5480066,124,548006600124,O,1994-06-29,NN,,,2024-03-22T15:40:57,true,1,,7,,,,RTE,DE POMPIERRE,44000,NANTES,,,44109,,,,,,,,,,,,,,,,,,,,,,2000-07-01,F,,,,,71.2A,NAF1993,N
5480082,14,548008200014,O,1954-01-01,NN,,,2024-03-30T07:04:46,true,4,,,,,,,DISSIGNAC,44600,SAINT-NAZAIRE,,,44184,,,,,44184B100_C,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,45.1A,NAF1993,O
5480165,17,548016500017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
5480231,17,548023100017,O,1900-01-01,NN,,,2024-03-30T01:45:17,true,4,,220,,,,AVENUE,DU MARECHAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552290_B,292674.27919095196,6701262.842809714,,,,,,,,,,,,,,,1991-12-25,F,,,,,64.22,NAP,N
5480256,14,548025600014,O,,NN,,,2024-03-22T15:40:57,true,1,,6,,,,RUE,DU POULIGUEN,44740,BATZ-SUR-MER,,,44010,,,,,,,,,,,,,,,,,,,,,,,F,,,,,86.04,NAP,N
5480546,18,548054600018,O,1958-01-01,NN,,,2025-01-26T02:37:16,true,6,,,,,,,LENIPHEN,44350,GUERANDE,,,44069,,,,,440699zagz0_B,289251.0389579184,6701751.095947895,,,,,,,,,,,,,,,2018-04-25,A,,,,,17.12Z,NAFRev2,N
5480546,59,548054600059,O,1992-01-01,NN,,,2025-01-26T02:31:59,false,4,IMMEUBLE LE LUTECIEN,322,,,,BOULEVARD,JEAN-JACQUES BOSC,33130,BEGLES,,,33039,,,,,330391110_B,419222.84176505986,6419159.570600096,,,,,,,,,,,,,,,1998-12-31,F,SODIPA,,,,74.1J,NAF1993,O
5480546,67,548054600067,O,2006-11-30,NN,,,2024-03-30T09:38:07,false,5,ZI,,,,,,MONTCOUPOT,51210,MONTMIRAIL,,,51380,,,,,51380B165_C,,,,,,,,,,,,,,,,,2014-01-22,F,,,,,17.21B,NAFRev2,N
5510037,12,551003700012,O,,NN,,,2024-03-22T15:40:57,true,1,,1,,,,RUE,HOHON,80510,LONG,,,80486,,,,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.11,NAP,N
5510060,14,551006000014,O,,NN,,,2024-03-30T14:05:07,true,1,,2,,,,ROUTE,DE FEUQUIERES,80210,TOURS-EN-VIMEU,,,80765,,,,,807650242_B,604766.8856219323,6993597.488369277,,,,,,,,,,,,,,,1987-06-23,F,,,,,57.02,NAP,N
5510086,19,551008600019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80150,CANCHY,,,80167,,,,,,,,,,,,,,,,,,,,,,1987-05-31,F,,,,,38.40,NAP,N
5510102,14,551010200014,O,,NN,,,2024-03-30T06:05:47,true,1,,142,,,,CHAUSSEE,MARCADE,80100,ABBEVILLE,,,80001,,,,,800011240_B,616030.7177934647,7002260.429735476,,,,,,,,,,,,,,,1989-08-30,F,,,,,82.06,NAP,N
5510326,19,551032600019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,,,1990-10-05,F,,,,,67.04,NAP,N
5510367,13,551036700013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,HAM,DE BELLEFONTAINE,80490,BAILLEUL,,,80051,,,,,,,,,,,,,,,,,,,,,,1996-08-10,F,,,,,67.05,NAP,N
5510490,13,551049000013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.24,NAP,N
5510508,20,551050800020,O,,NN,,,2024-03-30T17:03:08,true,1,,,,,,RUE,DU 11 NOVEMBRE,80220,GAMACHES,,,80373,,,,,803730680_B,597190.1518626937,6988786.600195771,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
5510532,53,551053200053,O,,NN,,,2024-03-30T04:18:36,true,1,,691,,,,RUE,D'ABBEVILLE,80000,AMIENS,,,80021,,,,,800210050_B,645534.0847297948,6979515.116872412,,,,,,,,,,,,,,,1988-09-22,F,,,,,64.47,NAP,N
5510623,27,551062300027,O,,NN,,,2024-03-30T09:48:14,true,1,,7,,,,RUE,SAINT-ANTOINE,80510,LONG,,,80486,,,,,804860580_B,626844.6216523974,6993934.39069097,,,,,,,,,,,,,,,1993-06-30,F,,,,,55.2C,NAF1993,N
5510631,12,551063100012,O,,NN,,,2024-03-30T02:18:13,true,1,,13,,,,RUE,ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080820_B,600503.144849157,6996732.341278846,,,,,,,,,,,,,,,1994-03-31,F,,,,,52.1B,NAF1993,N
5510722,19,551072200019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80135,ONEUX,,,80609,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
5510854,10,551085400010,O,,NN,,,2024-03-30T05:16:16,true,1,,,,,,RUE,JEAN DE PONTHIEU,80100,ABBEVILLE,,,80001,,,,,800011038_B,616416.1350855937,7001524.525839918,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5511027,12,551102700012,O,,NN,,,2024-03-30T12:40:16,true,1,,15,,,,RUE,DU MARAIS,80120,RUE,,,80688,,,,,806880740_B,605482.122697012,7019881.608067355,,,,,,,,,,,,,,,1985-12-25,F,,,,,56.02,NAP,N
5511050,14,551105000014,O,,NN,,,2024-04-25T09:36:31,true,1,,8,,,,RTE,DE BERCK,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,,,1984-03-20,F,,,,,67.08,NAP,N
5511100,17,551110000017,O,,NN,,,2024-03-30T06:19:57,true,1,,,,,,CHAUSSEE,MARCADE,80100,ABBEVILLE,,,80001,,,,,800011240_B,616143.6933307206,7002084.806655714,,,,,,,,,,,,,,,1984-12-25,F,,,,,78.02,NAP,N
5511142,19,551114200019,O,,NN,,,2024-03-30T08:22:30,true,1,,53,,,,RUE,PIERRE CURIE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080780_B,599496.9649880133,6996495.8893434135,,,,,,,,,,,,,,,1992-06-30,F,,,,,55.4B,NAF1993,N
5511167,16,551116700016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80150,DOMPIERRE-SUR-AUTHIE,,,80248,,,,,,,,,,,,,,,,,,,,,,1990-06-30,F,,,,,67.04,NAP,N
5511183,21,551118300021,O,,NN,,,2024-03-30T04:26:56,true,1,,41,,,,RUE,DU LIEUTENANT CARON,80100,ABBEVILLE,,,80001,,,,,800011150_B,617225.7269899407,7002116.189227979,,,,,,,,,,,,,,,1997-03-17,F,,,,,60.2E,NAF1993,N
5511225,12,551122500012,O,,NN,,,2024-03-30T11:18:42,true,1,,,,,,RUE,DE L'EGLISE,80132,CAMBRON,,,80163,,,,,801630065_B,611927.2232387926,7002114.398112074,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
5511357,13,551135700013,O,,NN,,,2024-03-30T03:27:00,true,1,,27,,,,RUE,DU MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,800011260_B,616582.8092783468,7001350.681157045,,,,,,,,,,,,,,,,F,,,,,87.03,NAP,N
5511415,19,551141500019,O,,NN,,,2024-03-30T12:21:05,true,1,,11,,,,RUE,DE LA REPUBLIQUE,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,804880720_B,627686.1688430725,6990760.25265826,,,,,,,,,,,,,,,1990-02-14,F,,,,,67.07,NAP,N
5511449,18,551144900018,O,,NN,,,2024-03-29T22:49:24,true,1,,,,,,RUE,JACQUES MALLET,80132,HAUTVILLERS-OUVILLE,,,80422,,,,,804220014_B,615424.4385066037,7008771.336511112,,,,,,,,,,,,,,,1991-01-31,F,,,,,60.2L,NAF1993,N
5511456,13,551145600013,O,1955-01-01,NN,,,2025-02-05T02:22:44,true,5,,62,,,,RUE,GRANDE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,,,2011-12-25,F,,,,,68.20B,NAFRev2,N
5511464,17,551146400017,O,,NN,,,2024-03-30T01:10:54,true,1,,259,,,,ROUTE,DE ROUEN,80100,ABBEVILLE,,,80001,,,,,800011870_B,615936.967299005,7000072.375299121,,,,,,,,,,,,,,,1989-12-30,F,,,,,67.05,NAP,N
5511472,10,551147200010,O,,NN,,,2024-03-30T06:57:31,true,1,,24,,,,RUE,SAINT VULFRAN,80100,ABBEVILLE,,,80001,,,,,800012000_B,616251.30952334,7001353.465643445,,,,,,,,,,,,,,,1990-08-31,F,,,,,64.11,NAP,N
5511530,15,551153000015,O,,NN,,,2024-03-30T04:06:14,true,1,,8,,,,RUE,GASTON GARRY,80120,RUE,,,80688,,,,,806880540_B,605464.265920752,7020217.297373463,,,,,,,,,,,,,,,1988-10-25,F,,,,,64.24,NAP,N
5511688,11,551168800011,O,,NN,,,2024-03-22T15:40:57,true,1,,33,,,,RUE,VASSEUR,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5511738,14,551173800014,O,,NN,,,2024-03-30T02:24:18,true,1,,,,,,RUE,NOTRE-DAME,80135,SAINT-RIQUIER,,,80716,,,,,807160480_B,624833.2559071853,7003923.869019159,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N
5511845,17,551184500017,O,,NN,,,2024-03-30T13:45:13,true,1,,10,,,,RUE,GENERAL LECLERC,80550,LE CROTOY,,,80228,,,,,802280470_B,601796.8714360858,7013831.251357826,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5511944,18,551194400018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80570,DARGNIES,,,80235,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.11,NAP,N
5512025,15,551202500015,O,,NN,,,2024-03-30T12:28:08,true,1,,,,,,RUE,DU MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,800011260_B,616606.1854062174,7001323.387224079,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.21,NAP,N
5512066,19,551206600019,O,,NN,,,2024-03-30T14:04:45,true,1,,3,,,,RUE,FERDINAND BUISSON,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080440_B,600218.2673441804,6996663.749107618,,,,,,,,,,,,,,,1988-06-15,F,,,,,81.21,NAP,N
5512231,19,551223100019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80150,LE BOISLE,,,80109,,,,,,,,,,,,,,,,,,,,,,1994-08-29,F,,,,,55.40,NAP,N
5512363,10,551236300010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80132,LE TITRE,,,80763,,,,,,,,,,,,,,,,,,,,,,1991-12-20,F,,,,,62.44,NAP,N
5512447,11,551244700011,O,,NN,,,2024-03-29T23:33:17,true,1,,,,,,RUE,ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080820_B,600571.8346340127,6996761.6462652795,,,,,,,,,,,,,,,1988-09-30,F,,,,,81.21,NAP,N
5512645,10,551264500010,O,,NN,,,2024-03-30T03:09:48,true,1,,,,,,RUE,DE L'EGLISE,80140,HUPPY,,,80446,,,,,804460040_B,611348.630292076,6992552.037289703,,,,,,,,,,,,,,,,F,,,,,22.02,NAP,N
5512678,11,551267800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,PL,DU MONUMENT,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
5512686,14,551268600014,O,,NN,,,2024-03-30T13:10:01,true,1,,8,,,,RUE,PORTE DU PONT,80550,LE CROTOY,,,80228,,,,,802280880_B,601895.7698629393,7013863.167791348,,,,,,,,,,,,,,,1994-03-31,F,,,,,55.3A,NAF1993,N
5512710,12,551271000012,O,,NN,,,2024-04-25T09:32:51,true,1,,9,,,,RTE,D ABBEVILLE,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
5512728,14,551272800014,O,,NN,,,2024-04-25T09:37:49,true,1,,,,,,RUE,DE MALADRERIE,80150,YVRENCHEUX,,,80833,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N
5515309,10,551530900010,O,,NN,,,2024-03-30T06:46:02,true,1,,,,,,RUE,D’ABBEVILLE,80120,QUEND,,,80649,,,,,806490020_B,596480.5047313538,7026120.498373412,,,,,,,,,,,,,,,1992-01-20,F,,,,,92.7C,NAF1993,N
5520028,19,552002800019,O,1955-01-01,NN,,,2024-03-30T12:38:43,true,5,,,,,,RUE,AMBROISE CROIZAT,80570,DARGNIES,,,80235,,,,,802350040_B,594146.3716155933,6994545.098831855,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
5520036,12,552003600012,O,,NN,,,2024-03-30T15:22:40,true,1,,220,,,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,800011310_B,614831.8069278317,7003316.03890984,,,,,,,,,,,,,,,1989-03-30,F,,,,,15.11,NAP,N
5520077,16,552007700016,O,1955-01-01,NN,,,2025-02-04T02:42:23,true,5,,13,,,,RUE,GAMBETTA,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080500_B,599331.2208454366,6996488.1448541805,,,,,,,,,,,,,,,2014-12-19,A,,,,,25.72Z,NAFRev2,N
5520135,12,552013500012,O,1955-01-01,NN,,,2025-02-10T02:19:50,false,5,,253,,,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,2007-11-19,F,,,,,74.1J,NAFRev1,O
5520135,20,552013500020,O,1998-09-30,NN,,,2024-03-22T15:40:57,false,3,,32,,,,PL,DE LA GARE - LILLE,59000,LILLE,,,59350,,,,,,,,,,,,,,,,,,,,,,2007-04-20,F,,,,,74.1J,NAFRev1,N
5520135,38,552013500038,O,2007-04-20,NN,,,2024-03-22T15:40:57,true,2,,70,,,,RUE,DE LAUSANNE,1220,DIVONNE-LES-BAINS,,,1143,,,,,,,,,,,,,,,,,,,,,,2007-11-19,F,,,,,17.1P,NAFRev1,N
5520176,16,552017600016,O,1955-01-01,12,2023,,2025-02-18T02:18:41,true,4,,50,,,,RUE,PASTEUR,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080700_B,599876.1250704136,6995939.949189544,,,,,,,,,,,,,,,2008-01-01,A,,,,,17.21A,NAFRev2,O
5520176,32,552017600032,O,1999-08-30,12,2023,,2024-03-22T15:40:57,false,4,,,,,,,ZONE DES HAYETTES,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,17.21A,NAFRev2,O
5520200,14,552020000014,O,,NN,,,2024-03-22T15:40:57,true,1,,4,,,,RUE,PIERRE CURIE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
5520234,21,552023400021,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,ZONE INDUSTRIELLE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,,,,1988-06-23,F,,,,,59.10,NAP,N
5520242,16,552024200016,O,1900-01-01,0,2023,,2025-02-04T02:31:21,false,5,,3,,,,RUE,DU 43 RIC,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,804880710_B,628325.4785957776,6990958.224527271,,,,,,,,,,,,,,,2023-03-01,F,,,,,20.30Z,NAFRev2,O
5520242,32,552024200032,O,1900-01-01,NN,,,2024-03-30T12:29:26,false,4,,55,,,,BOULEVARD,DE SEBASTOPOL,75001,PARIS,,,75101,,,,,751018894_B,652322.9353410682,6862677.744800113,,,,,,,,,,,,,,,1994-12-25,F,,,,,74.1J,NAF1993,O
5520242,40,552024200040,O,1993-03-01,NN,,,2025-02-04T02:38:22,false,4,,88,,,,RUE,ROBESPIERRE,93100,MONTREUIL,,,93048,,,,,930488225_B,657853.5342181568,6861226.100857308,,,,,,,,,,,,,,,2001-01-19,F,,,,,74.1J,NAF1993,O
5520242,57,552024200057,O,2001-01-15,NN,,,2024-03-30T12:29:27,false,3,,14,,,,RUE,LESAULT,93500,PANTIN,,,93055,,,,,930555155_B,656639.7672459759,6865718.062853288,,,,,,,,,,,,,,,2004-10-12,F,,,,,24.3Z,NAFRev1,N
5520242,65,552024200065,O,2001-01-19,NN,,,2024-03-30T12:29:26,false,4,,14,,,,RUE,LESAULT,93500,PANTIN,,,93055,,,,,930555155_B,656639.7672459759,6865718.062853288,,,,,,,,,,,,,,,2008-01-01,F,,,,,20.30Z,NAFRev2,O
5520242,73,552024200073,O,2004-10-01,NN,,,2024-03-30T12:29:26,false,4,,1,,,,RUE,ALBERT EINSTEIN,78190,TRAPPES,,,78621,,,,,786210018_B,626548.4558667345,6852408.590996876,,,,,,,,,,,,,,,2008-01-01,F,,,,,20.30Z,NAFRev2,O
5520242,81,552024200081,O,2023-03-01,12,2023,,2025-02-04T02:48:59,true,1,,4,,,,RUE,DU 43 RIC,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,804880710_B,628509.6135741135,6990840.768488835,,,,,,,,,,,,,,,2023-03-01,A,,,,,20.30Z,NAFRev2,N
5520259,10,552025900010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,CHS,DU BOIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
5520309,13,552030900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.13,NAP,N
5520325,19,552032500019,O,1955-01-01,12,2023,,2025-02-09T02:31:27,false,5,,12,,,,RUE,HENRI BARBUSSE,80570,DARGNIES,,,80235,,,,,802350320_B,594610.9193809408,6994643.0011131475,,,,,,,,,,,,,,,2013-12-31,A,,,,,46.74B,NAFRev2,O
5520325,27,552032500027,O,2018-12-20,NN,,,2025-02-10T02:18:26,true,1,,36,,,,AVENUE,JUNOT,75018,PARIS,,,75118,,,,,751185122_B,651350.2009769329,6865661.789747959,,,,,,,,,,,,,,,2018-12-20,A,,,,,70.10Z,NAFRev2,N
5520408,47,552040800047,O,2000-12-14,NN,,,2024-03-22T15:40:57,false,4,,52,,,,RUE,DE LA BIENFAISANCE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,,,,2003-07-01,F,,,,,65.2E,NAFRev1,N
5520408,54,552040800054,O,2003-07-01,NN,,,2024-03-22T15:40:57,true,3,,17,,,,RUE,DE LA BAUME,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,,,,2004-08-01,F,,,,,65.2E,NAFRev1,N
5520416,16,552041600016,O,1900-01-01,NN,,,2024-03-30T12:07:38,true,4,,60,,,,QUAI,DE LA POINTE,80100,ABBEVILLE,,,80001,,,,,800011600_B,615858.0016162635,7002073.460855286,,,,,,,,,,,,,,,1995-12-25,F,,,,,37.1Z,NAF1993,O
5520424,10,552042400010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,JOSSE VAN ROBAIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
